俊;jun4|zun4
心无二用;xin1 wu2 er4 yong4
心焦;xin1 jiao1
心照;xin1 zhao4
心照不宣;xin1 zhao4 bu4 xuan1
心烦;xin1 fan2
心烦意乱;xin1 fan2 yi4 luan4
心烦气躁;xin1 fan2 qi4 zao4
心狠手辣;xin1 hen3 shou3 la4
心率;xin1 lv4
心理;xin1 li3
心理作用;xin1 li3 zuo4 yong4
心理分析;xin1 li3 fen1 xi1
心理学;xin1 li3 xue2
心理学家;xin1 li3 xue2 jia1
心理战;xin1 li3 zhan4
心理统计学;xin1 li3 tong3 ji4 xue2
心理词典;xin1 li3 ci2 dian3
心理防线;xin1 li3 fang2 xian4
心瓣;xin1 ban4
心甘;xin1 gan1
心甘情愿;xin1 gan1 qing2 yuan4
心田;xin1 tian2
心疑;xin1 yi2
心疼;xin1 teng2
心病;xin1 bing4
心痛;xin1 tong4
心目;xin1 mu4
心目中;xin1 mu4 zhong1
心直口快;xin1 zhi2 kou3 kuai4
心直嘴快;xin1 zhi2 zui3 kuai4
心眼;xin1 yan3
心眼儿;xin1 yan3 r
心眼多;xin1 yan3 duo1
心眼大;xin1 yan3 da4
心眼好;xin1 yan3 hao3
心眼小;xin1 yan3 xiao3
心知肚明;xin1 zhi1 du4 ming2
心硬;xin1 ying4
心碎;xin1 sui4
心神;xin1 shen2
心神不安;xin1 shen2 bu4 an1
心神不宁;xin1 shen2 bu4 ning2
心神不属;xin1 shen2 bu4 zhu3
心神专注;xin1 shen2 zhuan1 zhu4
心秀;xin1 xiu4
心窄;xin1 zhai3
心窝儿;xin1 wo1 r
心窍;xin1 qiao4
心算;xin1 suan4
心细;xin1 xi4
心结;xin1 jie2
心经;xin1 jing1
心绪;xin1 xu4
心绪不佳;xin1 xu4 bu4 jia1
心绪不宁;xin1 xu4 bu4 ning2
心羡;xin1 xian4
心声;xin1 sheng1
心肌;xin1 ji1
心肌炎;xin1 ji1 yan2
心肺复苏术;xin1 fei4 fu4 su1 shu4
心胸;xin1 xiong1
心胸狭窄;xin1 xiong1 xia2 zhai3
心胸狭隘;xin1 xiong1 xia2 ai4
心胸开阔;xin1 xiong1 kai1 kuo4
心肠;xin1 chang2
心腹;xin1 fu4
心腹之患;xin1 fu4 zhi1 huan4
心胆;xin1 dan3
心胆俱裂;xin1 dan3 ju4 lie4
心脏;xin1 zang4
心脏搭桥手术;xin1 zang4 da1 qiao2 shou3 shu4
心脏收缩压;xin1 zang4 shou1 suo1 ya1
心脏疾患;xin1 zang4 ji2 huan4
心脏病;xin1 zang4 bing4
心脏移殖;xin1 zang4 yi2 zhi2
心脏舒张压;xin1 zang4 shu1 zhang1 ya1
心脏杂音;xin1 zang4 za2 yin1
心脏骤停;xin1 zang4 zhou4 ting2
心花怒放;xin1 hua1 nu4 fang4
心荡神驰;xin1 dang4 shen2 chi2
心虚;xin1 xu1
心血;xin1 xue4
心血来潮;xin1 xue4 lai2 chao2
心血管;xin1 xue4 guan3
心血管疾病;xin1 xue4 guan3 ji2 bing4
心术;xin1 shu4
心里;xin1 li
心里有数;xin1 li3 you3 shu4
心里有谱;xin1 li3 you3 pu3
心里有鬼;xin1 li you3 gui3
心里痒痒;xin1 li3 yang3 yang
心里话;xin1 li hua4
心计;xin1 ji4
心许;xin1 xu3
心迹;xin1 ji4
心路;xin1 lu4
心跳;xin1 tiao4
心跳过缓;xin1 tiao4 guo4 huan3
心软;xin1 ruan3
心轮;xin1 lun2
心酸;xin1 suan1
心醉;xin1 zui4
心醉神迷;xin1 zui4 shen2 mi2
心重;xin1 zhong4
心杂音;xin1 za2 yin1
心电图;xin1 dian4 tu2
心电感应;xin1 dian4 gan3 ying4
心灵;xin1 ling2
心灵上;xin1 ling2 shang4
心灵感应;xin1 ling2 gan3 ying4
心灵手巧;xin1 ling2 shou3 qiao3
心灵鸡汤;xin1 ling2 ji1 tang1
心静;xin1 jing4
心静自然凉;xin1 jing4 zi4 ran2 liang2
心音;xin1 yin1
心领;xin1 ling3
心领神悟;xin1 ling3 shen2 wu4
心领神会;xin1 ling3 shen2 hui4
心头;xin1 tou2
心头肉;xin1 tou2 rou4
心愿;xin1 yuan4
心愿单;xin1 yuan4 dan1
心驰神往;xin1 chi2 shen2 wang3
心惊;xin1 jing1
心惊肉跳;xin1 jing1 rou4 tiao4
心惊胆战;xin1 jing1 dan3 zhan4
心惊胆颤;xin1 jing1 dan3 chan4
心高气傲;xin1 gao1 qi4 ao4
必;bi4
必不可少;bi4 bu4 ke3 shao3
必不可少组成;bi4 bu4 ke3 shao3 zu3 cheng2
必不可缺;bi4 bu4 ke3 que1
必修;bi4 xiu1
必修课;bi4 xiu1 ke4
必备;bi4 bei4
必胜;bi4 sheng4
必胜客;bi4 sheng4 ke4
必和必拓;bi4 huo2 bi4 tuo4
必定;bi4 ding4
必将;bi4 jiang1
必得;bi4 dei3
必恭必敬;bi4 gong1 bi4 jing4
必应;bi4 ying4
必有重谢;bi4 you3 zhong4 xie4
必死之症;bi4 si3 zhi1 zheng4
必死无疑;bi4 si3 wu2 yi2
必然;bi4 ran2
必然王国;bi4 ran2 wang2 guo2
必然结果;bi4 ran2 jie2 guo3
必由之路;bi4 you2 zhi1 lu4
必经;bi4 jing1
必经之路;bi4 jing1 zhi1 lu4
必要;bi4 yao4
必要性;bi4 yao4 xing4
必要条件;bi4 yao4 tiao2 jian4
必需;bi4 xu1
必需品;bi4 xu1 pin3
必须;bi4 xu1
忌;ji4
忌口;ji4 kou3
忌妒;ji4 du
忌恨;ji4 hen4
忌惮;ji4 dan4
忌日;ji4 ri4
忌烟;ji4 yan1
忌羡;ji4 xian4
忌讳;ji4 hui4
忌辰;ji4 chen2
忍;ren3
忍不住;ren3 bu zhu4
忍俊;ren3 jun4
忍俊不禁;ren3 jun4 bu4 jin1
忍冬;ren3 dong1
忍受;ren3 shou4
忍得住;ren3 de zhu4
忍心;ren3 xin1
忍耻;ren3 chi3
忍气吞声;ren3 qi4 tun1 sheng1
忍无可忍;ren3 wu2 ke3 ren3
忍痛;ren3 tong4
忍痛割爱;ren3 tong4 ge1 ai4
忍者;ren3 zhe3
忍耐;ren3 nai4
忍耐力;ren3 nai4 li4
忍让;ren3 rang4
忍辱偷生;ren3 ru3 tou1 sheng1
忍辱求全;ren3 ru3 qiu2 quan2
忍辱负重;ren3 ru3 fu4 zhong4
忍饥挨饿;ren3 ji1 ai2 e4
志;zhi4
志不在此;zhi4 bu4 zai4 ci3
志同道合;zhi4 tong2 dao4 he2
志向;zhi4 xiang4
志在四方;zhi4 zai4 si4 fang1
志士仁人;zhi4 shi4 ren2 ren2
志工;zhi4 gong1
志得意满;zhi4 de2 yi4 man3
志怪;zhi4 guai4
志怪小说;zhi4 guai4 xiao3 shuo1
志气;zhi4 qi4
志留系;zhi4 liu2 xi4
志留纪;zhi4 liu2 ji4
志贺氏菌病;zhi4 he4 shi4 jun1 bing4
志趣;zhi4 qu4
志愿;zhi4 yuan4
志愿兵;zhi4 yuan4 bing1
志愿者;zhi4 yuan4 zhe3
志愿军;zhi4 yuan4 jun1
志高气扬;zhi4 gao1 qi4 yang2
忘;wang4
忘不了;wang4 bu4 liao3
忘乎所以;wang4 hu1 suo3 yi3
忘八;wang4 ba1
忘八旦;wang4 ba1 dan4
忘八蛋;wang4 ba1 dan4
忘其所以;wang4 qi2 suo3 yi3
忘却;wang4 que4
忘年交;wang4 nian2 jiao1
忘性;wang4 xing4
忘恩;wang4 en1
忘恩负义;wang4 en1 fu4 yi4
忘情;wang4 qing2
忘忧草;wang4 you1 cao3
忘怀;wang4 huai2
忘我;wang4 wo3
忘掉;wang4 diao4
忘本;wang4 ben3
忘机;wang4 ji1
忘记;wang4 ji4
忘词;wang4 ci2
忘餐;wang4 can1
忘餐废寝;wang4 can1 fei4 qin3
忙;mang2
忙不过来;mang2 bu4 guo4 lai2
忙中有失;mang2 zhong1 you3 shi1
忙中有错;mang2 zhong1 you3 cuo4
忙乎;mang2 hu1
忙乱;mang2 luan4
忙忙叨叨;mang2 mang dao1 dao1
忙于;mang2 yu2
忙活;mang2 huo
忙碌;mang2 lu4
忙着;mang2 zhe
忙进忙出;mang2 jin4 mang2 chu1
忙音;mang2 yin1
忠;zhong1
忠信;zhong1 xin4
忠勇;zhong1 yong3
忠南大学校;zhong1 nan2 da4 xue2 xiao4
忠厚;zhong1 hou4
忠君爱国;zhong1 jun1 ai4 guo2
忠告;zhong1 gao4
忠实;zhong1 shi2
忠心;zhong1 xin1
忠于;zhong1 yu2
忠清;zhong1 qing1
忠清北道;zhong1 qing1 bei3 dao4
忠清南道;zhong1 qing1 nan2 dao4
忠清道;zhong1 qing1 dao4
忠烈;zhong1 lie4
忠县;zhong1 xian4
忠义;zhong1 yi4
忠臣;zhong1 chen2
忠言;zhong1 yan2
忠言逆耳;zhong1 yan2 ni4 er3
忠诚;zhong1 cheng2
快;kuai4
快中子;kuai4 zhong1 zi3
快件;kuai4 jian4
快信;kuai4 xin4
快充;kuai4 chong1
快刀斩乱麻;kuai4 dao1 zhan3 luan4 ma2
快刀断乱麻;kuai4 dao1 duan4 luan4 ma2
快取;kuai4 qu3
快可立;kuai4 ke3 li4
快嘴;kuai4 zui3
快报;kuai4 bao4
快意;kuai4 yi4
快感;kuai4 gan3
快感中心;kuai4 gan3 zhong1 xin1
快慢;kuai4 man4
快慰;kuai4 wei4
快手;kuai4 shou3
快捷;kuai4 jie2
快捷方式;kuai4 jie2 fang1 shi4
快捷键;kuai4 jie2 jian4
快攻;kuai4 gong1
快板;kuai4 ban3
快板儿;kuai4 ban3 r
快乐;kuai4 le4
快乐大本营;kuai4 le4 da4 ben3 ying2
快乐幸福;kuai4 le4 xing4 fu2
快步;kuai4 bu4
快步流星;kuai4 bu4 liu2 xing1
快步跑;kuai4 bu4 pao3
快活;kuai4 huo
快炒店;kuai4 chao3 dian4
快照;kuai4 zhao4
快煮壶;kuai4 zhu3 hu2
快熟面;kuai4 shu2 mian4
快班;kuai4 ban1
快船;kuai4 chuan2
快艇;kuai4 ting3
快行道;kuai4 xing2 dao4
快要;kuai4 yao4
快讯;kuai4 xun4
快跑;kuai4 pao3
快车;kuai4 che1
快车道;kuai4 che1 dao4
快转;kuai4 zhuan3
快退;kuai4 tui4
快速;kuai4 su4
快速以太网络;kuai4 su4 yi3 tai4 wang3 luo4
快速动眼期;kuai4 su4 dong4 yan3 qi1
快速记忆法;kuai4 su4 ji4 yi4 fa3
快进;kuai4 jin4
快递;kuai4 di4
快钱;kuai4 qian2
快锅;kuai4 guo1
快门;kuai4 men2
快闪;kuai4 shan3
快闪存储器;kuai4 shan3 cun2 chu3 qi4
快闪族;kuai4 shan3 zu2
快闪记忆体;kuai4 shan3 ji4 yi4 ti3
快闪记忆体盘;kuai4 shan3 ji4 yi4 ti3 pan2
快闪党;kuai4 shan3 dang3
快餐;kuai4 can1
快餐交友;kuai4 can1 jiao1 you3
快餐店;kuai4 can1 dian4
快餐部;kuai4 can1 bu4
快马加鞭;kuai4 ma3 jia1 bian1
快点;kuai4 dian3
快点儿;kuai4 dian3 r
念佛;nian4 fo2
念力;nian4 li4
念叨;nian4 dao
念学位;nian4 xue2 wei4
念念不忘;nian4 nian4 bu4 wang4
念日;nian4 ri4
念书;nian4 shu1
念珠;nian4 zhu1
念珠菌症;nian4 zhu1 jun1 zheng4
念经;nian4 jing1
念旧;nian4 jiu4
念诵;nian4 song4
念头;nian4 tou
忽;hu1
忽上忽下;hu1 shang4 hu1 xia4
忽冷忽热;hu1 leng3 hu1 re4
忽哨;hu1 shao4
忽地;hu1 de
忽布;hu1 bu4
忽微;hu1 wei1
忽必烈;hu1 bi4 lie4
忽忽;hu1 hu1
忽忽不乐;hu1 hu1 bu4 le4
忽忽悠悠;hu1 hu1 you1 you1
忽悠;hu1 you
忽然;hu1 ran2
忽略;hu1 lve4
忽略不计;hu1 lve4 bu4 ji4
忽而;hu1 er2
忽闻;hu1 wen2
忽视;hu1 shi4
忽闪;hu1 shan3
忽隐忽现;hu1 yin3 hu1 xian4
忽高忽低;hu1 gao1 hu1 di1
怎;zen3
怎一个愁字了得;zen3 yi1 ge4 chou2 zi4 liao3 de2
怎样;zen3 yang4
怎生;zen3 sheng1
怎的;zen3 de
怎能;zen3 neng2
怎么;zen3 me
怎么了;zen3 me le
怎么回事;zen3 me hui2 shi4
怎么得了;zen3 me de2 liao3
怎么搞的;zen3 me gao3 de
怎么样;zen3 me yang4
怎么着;zen3 me zhao1
怎么说呢;zen3 me shuo1 ne
怎么办;zen3 me ban4
怒;nu4
怒不可遏;nu4 bu4 ke3 e4
怒吼;nu4 hou3
怒容;nu4 rong2
怒容满面;nu4 rong2 man3 mian4
怒形于色;nu4 xing2 yu2 se4
怒恨;nu4 hen4
怒放;nu4 fang4
怒斥;nu4 chi4
怒族;nu4 zu2
怒气;nu4 qi4
怒气攻心;nu4 qi4 gong1 xin1
怒气冲冲;nu4 qi4 chong1 chong1
怒江;nu4 jiang1
怒江大峡谷;nu4 jiang1 da4 xia2 gu3
怒江州;nu4 jiang1 zhou1
怒冲冲;nu4 chong1 chong1
怒潮;nu4 chao2
怒火;nu4 huo3
怒目;nu4 mu4
怒目切齿;nu4 mu4 qie4 chi3
怒目相向;nu4 mu4 xiang1 xiang4
怒目而视;nu4 mu4 er2 shi4
怒骂;nu4 ma4
怒色;nu4 se4
怒视;nu4 shi4
怒发冲冠;nu4 fa4 chong1 guan1
怕;pa4
怕事;pa4 shi4
怕死鬼;pa4 si3 gui3
怕生;pa4 sheng1
怕痒;pa4 yang3
怕羞;pa4 xiu1
怕老婆;pa4 lao3 po2
怖;bu4
思;si1
思之心痛;si1 zhi1 xin1 tong4
思前想后;si1 qian2 xiang3 hou4
思南;si1 nan2
思南县;si1 nan2 xian4
思嘉丽;si1 jia1 li4
思密达;si1 mi4 da2
思念;si1 nian4
思情;si1 qing2
思想;si1 xiang3
思想交流;si1 xiang3 jiao1 liu2
思想包袱;si1 xiang3 bao1 fu
思想史;si1 xiang3 shi3
思想家;si1 xiang3 jia1
思想库;si1 xiang3 ku4
思想意识;si1 xiang3 yi4 shi2
思想顽钝;si1 xiang3 wan2 dun4
思想体系;si1 xiang3 ti3 xi4
思慕;si1 mu4
思虑;si1 lv4
思恋;si1 lian4
思明;si1 ming2
思明区;si1 ming2 qu1
思春;si1 chun1
思春期;si1 chun1 qi1
思乐冰;si1 le4 bing1
思潮;si1 chao2
思潮起伏;si1 chao2 qi3 fu2
思科;si1 ke1
思索;si1 suo3
思维;si1 wei2
思维地图;si1 wei2 di4 tu2
思维导图;si1 wei2 dao3 tu2
思维敏捷;si1 wei2 min3 jie2
思绪;si1 xu4
思考;si1 kao3
思亲;si1 qin1
思觉失调;si1 jue2 shi1 tiao2
思谋;si1 mou2
思议;si1 yi4
思路;si1 lu4
思路敏捷;si1 lu4 min3 jie2
思辨;si1 bian4
思过;si1 guo4
思乡;si1 xiang1
思乡病;si1 xiang1 bing4
思量;si1 liang
怠;dai4
怠工;dai4 gong1
怠忽;dai4 hu1
怠惰;dai4 duo4
怠慢;dai4 man4
急;ji2
急不可待;ji2 bu4 ke3 dai4
急不可耐;ji2 bu4 ke3 nai4
急中生智;ji2 zhong1 sheng1 zhi4
急人之难;ji2 ren2 zhi1 nan4
急促;ji2 cu4
急先锋;ji2 xian1 feng1
急公好义;ji2 gong1 hao4 yi4
急切;ji2 qie4
急刹车;ji2 sha1 che1
急剧;ji2 ju4
急功近利;ji2 gong1 jin4 li4
急务;ji2 wu4
急匆匆;ji2 cong1 cong1
急吼吼;ji2 hou3 hou3
急嘴急舌;ji2 zui3 ji2 she2
急噪;ji2 zao4
急如星火;ji2 ru2 xing1 huo3
急婚族;ji2 hun1 zu2
急待;ji2 dai4
急忙;ji2 mang2
急急忙忙;ji2 ji2 mang2 mang2
急性;ji2 xing4
急性人;ji2 xing4 ren2
急性子;ji2 xing4 zi
急性照射;ji2 xing4 zhao4 she4
急性病;ji2 xing4 bing4
急性肠炎;ji2 xing4 chang2 yan2
急拍拍;ji2 pai1 pai1
急救;ji2 jiu4
急救站;ji2 jiu4 zhan4
急救箱;ji2 jiu4 xiang1
急于;ji2 yu2
急于星火;ji2 yu2 xing1 huo3
急于求成;ji2 yu2 qiu2 cheng2
急智;ji2 zhi4
急板;ji2 ban3
急欲;ji2 yu4
急派;ji2 pai4
急流;ji2 liu2
急火;ji2 huo3
急用;ji2 yong4
急症;ji2 zheng4
急眼;ji2 yan3
急着;ji2 zhe
急行军;ji2 xing2 jun1
急袭;ji2 xi2
急要;ji2 yao4
急诊;ji2 zhen3
急诊室;ji2 zhen3 shi4
急赤白脸;ji2 chi4 bai2 lian3
急躁;ji2 zao4
急转;ji2 zhuan3
急转弯;ji2 zhuan3 wan1
急转直下;ji2 zhuan3 zhi2 xia4
急迫;ji2 po4
急速;ji2 su4
急难;ji2 nan4
急需;ji2 xu1
急驰;ji2 chi2
急骤;ji2 zhou4
性;xing4
性事;xing4 shi4
性交;xing4 jiao1
性交易;xing4 jiao1 yi4
性交高潮;xing4 jiao1 gao1 chao2
性伙伴;xing4 huo3 ban4
性伴;xing4 ban4
性伴侣;xing4 ban4 lv3
性侵;xing4 qin1
性侵害;xing4 qin1 hai4
性侵犯;xing4 qin1 fan4
性偏好;xing4 pian1 hao4
性健康;xing4 jian4 kang1
性传播;xing4 chuan2 bo1
性价比;xing4 jia4 bi3
性冷感;xing4 leng3 gan3
性冷淡;xing4 leng3 dan4
性别;xing4 bie2
性别歧视;xing4 bie2 qi2 shi4
性别比;xing4 bie2 bi3
性别角色;xing4 bie2 jue2 se4
性别认同障碍;xing4 bie2 ren4 tong2 zhang4 ai4
性取向;xing4 qu3 xiang4
性同一性障碍;xing4 tong2 yi1 xing4 zhang4 ai4
性向;xing4 xiang4
性命;xing4 ming4
性善;xing4 shan4
性器;xing4 qi4
性器官;xing4 qi4 guan1
性器期;xing4 qi4 qi1
性地;xing4 di4
性子;xing4 zi
性学;xing4 xue2
性工作;xing4 gong1 zuo4
性征;xing4 zheng1
性快感;xing4 kuai4 gan3
性急;xing4 ji2
性情;xing4 qing2
性恶论;xing4 e4 lun4
性爱;xing4 ai4
性感;xing4 gan3
性欲;xing4 yu4
性欲高潮;xing4 yu4 gao1 chao2
性成熟;xing4 cheng2 shu2
性指向;xing4 zhi3 xiang4
性接触;xing4 jie1 chu4
性教育;xing4 jiao4 yu4
性服务;xing4 fu2 wu4
性服务产业;xing4 fu2 wu4 chan3 ye4
性格;xing4 ge2
性格不合;xing4 ge2 bu4 he2
性乐;xing4 le4
性满足;xing4 man3 zu2
性激素;xing4 ji1 su4
性熟存;xing4 shu2 cun2
性物恋;xing4 wu4 lian4
性状;xing4 zhuang4
性生活;xing4 sheng1 huo2
性产业;xing4 chan3 ye4
性疾病;xing4 ji2 bing4
性病;xing4 bing4
性瘾;xing4 yin3
性短讯;xing4 duan3 xun4
性禁忌;xing4 jin4 ji4
性细胞;xing4 xi4 bao1
性能;xing4 neng2
性蕾期;xing4 lei3 qi1
性虐待;xing4 nve4 dai4
性行;xing4 xing2
性行为;xing4 xing2 wei2
性冲动;xing4 chong1 dong4
性变态;xing4 bian4 tai4
性质;xing4 zhi4
性质命题;xing4 zhi4 ming4 ti2
性关系;xing4 guan1 xi
性骚扰;xing4 sao1 rao3
性高潮;xing4 gao1 chao2
怨;yuan4
怨不得;yuan4 bu de
怨偶;yuan4 ou3
怨命;yuan4 ming4
怨叹;yuan4 tan4
怨天尤人;yuan4 tian1 you2 ren2
怨天载道;yuan4 tian1 zai4 dao4
怨女;yuan4 nv3
怨尤;yuan4 you2
怨恨;yuan4 hen4
怨愤;yuan4 fen4
怨敌;yuan4 di2
怨毒;yuan4 du2
怨气;yuan4 qi4
怨声;yuan4 sheng1
怨声载道;yuan4 sheng1 zai4 dao4
怨言;yuan4 yan2
怪;guai4
怪不得;guai4 bu de
怪事;guai4 shi4
怪人;guai4 ren2
怪杰;guai4 jie2
怪僻;guai4 pi4
怪叔叔;guai4 shu1 shu
怪味;guai4 wei4
怪咖;guai4 ka1
怪圈;guai4 quan1
怪念头;guai4 nian4 tou
怪手;guai4 shou3
怪模怪样;guai4 mu2 guai4 yang4
怪样;guai4 yang4
怪气;guai4 qi4
怪物;guai4 wu
怪兽;guai4 shou4
怪异;guai4 yi4
怪相;guai4 xiang4
怪秘;guai4 mi4
怪罪;guai4 zui4
怪声怪气;guai4 sheng1 guai4 qi4
怪胎;guai4 tai1
怪腔怪调;guai4 qiang1 guai4 diao4
怪讶;guai4 ya4
怪话;guai4 hua4
怪诞;guai4 dan4
怪诞不经;guai4 dan4 bu4 jing1
怪象;guai4 xiang4
怪道;guai4 dao4
怪里怪气;guai4 li3 guai4 qi4
怯;qie4
怯场;qie4 chang3
怯子;qie4 zi
怯弱;qie4 ruo4
怯生;qie4 sheng1
怯生生;qie4 sheng1 sheng1
怯羞;qie4 xiu1
怯声怯气;qie4 sheng1 qie4 qi4
恍;huang3
恒;heng2
恒久;heng2 jiu3
恒力;heng2 li4
恒加速度;heng2 jia1 su4 du4
恒定;heng2 ding4
恒山;heng2 shan1
恒山区;heng2 shan1 qu1
恒常;heng2 chang2
恒心;heng2 xin1
恒星;heng2 xing1
恒星年;heng2 xing1 nian2
恒星系;heng2 xing1 xi4
恒星际;heng2 xing1 ji4
恒春;heng2 chun1
恒春半岛;heng2 chun1 ban4 dao3
恒春镇;heng2 chun1 zhen4
恒温;heng2 wen1
恒温器;heng2 wen1 qi4
恒牙;heng2 ya2
恒生;heng2 sheng1
恒生中资企业指数;heng2 sheng1 zhong1 zi1 qi3 ye4 zhi3 shu4
恒等;heng2 deng3
恒等式;heng2 deng3 shi4
恒速率;heng2 su4 lv4
恍如;huang3 ru2
恍如隔世;huang3 ru2 ge2 shi4
恍忽;huang3 hu1
恍然;huang3 ran2
恍然大悟;huang3 ran2 da4 wu4
恍然醒悟;huang3 ran2 xing3 wu4
恍神;huang3 shen2
恍若;huang3 ruo4
恍若隔世;huang3 ruo4 ge2 shi4
恐;kong3
恐共;kong3 gong4
恐同;kong3 tong2
恐同症;kong3 tong2 zheng4
恐吓;kong3 he4
恐婚;kong3 hun1
恐怕;kong3 pa4
恐怖;kong3 bu4
恐怖主义;kong3 bu4 zhu3 yi4
恐怖主义者;kong3 bu4 zhu3 yi4 zhe3
恐怖分子;kong3 bu4 fen4 zi3
恐怖片;kong3 bu4 pian4
恐怖片儿;kong3 bu4 pian1 r
恐怖症;kong3 bu4 zheng4
恐怖组织;kong3 bu4 zu3 zhi1
恐怖袭击;kong3 bu4 xi2 ji1
恐怖电影;kong3 bu4 dian4 ying3
恐慌;kong3 huang1
恐慌发作;kong3 huang1 fa1 zuo4
恐惧;kong3 ju4
恐惧症;kong3 ju4 zheng4
恐旷症;kong3 kuang4 zheng4
恐水病;kong3 shui3 bing4
恐水症;kong3 shui3 zheng4
恐法症;kong3 fa3 zheng4
恐狼;kong3 lang2
恐血症;kong3 xue4 zheng4
恐袭;kong3 xi2
恐高症;kong3 gao1 zheng4
恐鸟;kong3 niao3
恐龙;kong3 long2
恐龙妹;kong3 long2 mei4
恐龙总目;kong3 long2 zong3 mu4
恐龙类;kong3 long2 lei4
恒生指数;heng2 sheng1 zhi3 shu4
恒生银行;heng2 sheng1 yin2 hang2
恕;shu4
恕我冒昧;shu4 wo3 mao4 mei4
恕罪;shu4 zui4
恢;hui1
恢宏;hui1 hong2
恢复;hui1 fu4
恢复原状;hui1 fu4 yuan2 zhuang4
恢复名誉;hui1 fu4 ming2 yu4
恢复常态;hui1 fu4 chang2 tai4
恢复期;hui1 fu4 qi1
恢恢;hui1 hui1
恢恢有余;hui1 hui1 you3 yu2
耻;chi3
耻毛;chi3 mao2
耻笑;chi3 xiao4
耻骂;chi3 ma4
耻辱;chi3 ru3
耻骨;chi3 gu3
恨;hen4
恨不得;hen4 bu de
恨不能;hen4 bu neng2
恨之入骨;hen4 zhi1 ru4 gu3
恨事;hen4 shi4
恨人;hen4 ren2
恨恶;hen4 wu4
恨意;hen4 yi4
恨海难填;hen4 hai3 nan2 tian2
恨透;hen4 tou4
恨铁不成钢;hen4 tie3 bu4 cheng2 gang1
恩人;en1 ren2
恩仇;en1 chou2
恩公;en1 gong1
恩典;en1 dian3
恩准;en1 zhun3
恩同再造;en1 tong2 zai4 zao4
恩威兼施;en1 wei1 jian1 shi1
恩宠;en1 chong3
恩将仇报;en1 jiang1 chou2 bao4
恩师;en1 shi1
恩平;en1 ping2
恩平市;en1 ping2 shi4
恩德;en1 de2
恩怨;en1 yuan4
恩情;en1 qing2
恩惠;en1 hui4
恩爱;en1 ai4
恩慈;en1 ci2
恩断义绝;en1 duan4 yi4 jue2
恩施;en1 shi1
恩施土家族苗族自治州;en1 shi1 tu3 jia1 zu2 miao2 zu2 zi4 zhi4 zhou1
恩施地区;en1 shi1 di4 qu1
恩施市;en1 shi1 shi4
恩施县;en1 shi1 xian4
恩格斯;en1 ge2 si1
恩格尔;en1 ge2 er3
恩比天大;en1 bi3 tian1 da4
恩泽;en1 ze2
恩义;en1 yi4
恩膏;en1 gao1
恭;gong1
恭候;gong1 hou4
恭喜;gong1 xi3
恭喜发财;gong1 xi3 fa1 cai2
恭城;gong1 cheng2
恭城县;gong1 cheng2 xian4
恭敬;gong1 jing4
恭敬不如从命;gong1 jing4 bu4 ru2 cong2 ming4
恭祝;gong1 zhu4
恭维;gong1 wei
恭亲王;gong1 qin1 wang2
恭谨;gong1 jin3
恭贺;gong1 he4
恭贺佳节;gong1 he4 jia1 jie2
恭顺;gong1 shun4
息;xi1
息事宁人;xi1 shi4 ning2 ren2
息屏;xi1 ping2
息屏显示;xi1 ping2 xian3 shi4
息怒;xi1 nu4
息息相关;xi1 xi1 xiang1 guan1
息争;xi1 zheng1
息率;xi1 lv4
息票;xi1 piao4
息县;xi1 xian4
息肉;xi1 rou4
息肩;xi1 jian1
恰;qia4
恰亚诺夫;qia4 ya4 nuo4 fu1
恰似;qia4 si4
恰到好处;qia4 dao4 hao3 chu4
恰合;qia4 he2
恰吉;qia4 ji2
恰好;qia4 hao3
恰如;qia4 ru2
恰如其分;qia4 ru2 qi2 fen4
恰巧;qia4 qiao3
恰恰;qia4 qia4
恰恰相反;qia4 qia4 xiang1 fan3
恰恰舞;qia4 qia4 wu3
恰当;qia4 dang4
恰遇;qia4 yu4
悄;qiao3|qiao1
悄悄;qiao1 qiao1
悄悄话;qiao1 qiao hua4
悄无声息;qiao3 wu2 sheng1 xi1
悄然;qiao3 ran2
悄然无声;qiao3 ran2 wu2 sheng1
悄声;qiao3 sheng1
悦;yue4
悦纳;yue4 na4
悦耳;yue4 er3
悦色;yue4 se4
悉;xi1
悉心;xi1 xin1
悉悉索索;xi1 xi1 suo3 suo3
悉数;xi1 shu4|xi1 shu3
悉听尊便;xi1 ting1 zun1 bian4
悉达多;xi1 da2 duo1
悔;hui3
悔不当初;hui3 bu4 dang1 chu1
悔之已晚;hui3 zhi1 yi3 wan3
悔之无及;hui3 zhi1 wu2 ji2
悔婚;hui3 hun1
悔恨;hui3 hen4
悔恨交加;hui3 hen4 jiao1 jia1
悔悟;hui3 wu4
悔意;hui3 yi4
悔改;hui3 gai3
悔棋;hui3 qi2
悔罪;hui3 zui4
悔过;hui3 guo4
悔过书;hui3 guo4 shu1
悔过自新;hui3 guo4 zi4 xin1
悟;wu4
悟入;wu4 ru4
悟性;wu4 xing4
悟净;wu4 jing4
悟空;wu4 kong1
悟能;wu4 neng2
悠;you1
悠久;you1 jiu3
悠悠;you1 you1
悠悠球;you1 you1 qiu2
悠扬;you1 yang2
悠然;you1 ran2
悠然神往;you1 ran2 shen2 wang3
悠着;you1 zhe
悠游卡;you1 you2 ka3
悠远;you1 yuan3
悠长;you1 chang2
