俊;jun4|zun4
兴起;xing1 qi3
兴隆;xing1 long2
兴高采烈;xing4 gao1 cai3 lie4
举一反三;ju3 yi1 fan3 san1
举世无双;ju3 shi4 wu2 shuang1
举世瞩目;ju3 shi4 zhu3 mu4
举世闻名;ju3 shi4 wen2 ming2
举例;ju3 li4
举动;ju3 dong4
举报;ju3 bao4
举措;ju3 cuo4
举止;ju3 zhi3
举行;ju3 xing2
举足轻重;ju3 zu2 qing1 zhong4
举办;ju3 ban4
举重;ju3 zhong4
旧;jiu4
舌头;she2 tou
舒畅;shu1 chang4
舒服;shu1 fu
舒适;shu1 shi4
舔;tian3
铺;pu1|pu4
舞厅;wu3 ting1
舞蹈;wu3 dao3
舟;zhou1
船;chuan2
航天;hang2 tian1
航天员;hang2 tian1 yuan2
航海;hang2 hai3
航班;hang2 ban1
航空;hang2 kong1
航行;hang2 xing2
航运;hang2 yun4
舵手;duo4 shou3
船桨;chuan2 jiang3
船舶;chuan2 bo2
艘;sou1
舱;cang1
舰艇;jian4 ting3
良;liang2
良好;liang2 hao3
良心;liang2 xin1
良性;liang2 xing4
艰巨;jian1 ju4
艰苦;jian1 ku3
艰苦奋斗;jian1 ku3 fen4 dou4
艰辛;jian1 xin1
艰险;jian1 xian3
艰难;jian1 nan2
色彩;se4 cai3
艳丽;yan4 li4
草;cao3|cao4
艾滋病;ai4 zi1 bing4
芝士;zhi1 shi4
芝麻;zhi1 ma
芬芳;fen1 fang1
芭蕾;ba1 lei3
芯片;xin1 pian4
花;hua1
花卉;hua1 hui4
花样;hua1 yang4
花瓣;hua1 ban4
花生;hua1 sheng1
花纹;hua1 wen2
花蕾;hua1 lei3
芽;ya2
苗;miao2
苗条;miao2 tiao
苗头;miao2 tou
苛刻;ke1 ke4
若干;ruo4 gan1
苦;ku3
苦力;ku3 li4
苦心;ku3 xin1
苦恼;ku3 nao3
苦涩;ku3 se4
苦尽甘来;ku3 jin4 gan1 lai2
苦笑;ku3 xiao4
苦练;ku3 lian4
苦难;ku3 nan4
英俊;ying1 jun4
英勇;ying1 yong3
英明;ying1 ming2
英镑;ying1 bang4
英雄;ying1 xiong2
茂密;mao4 mi4
茂盛;mao4 sheng4
茅台;mao2 tai2
茫然;mang2 ran2
茫茫;mang2 mang2
兹;zi1
茶;cha2
茶道;cha2 dao4
茶馆儿;cha2 guan3 r
草坪;cao3 ping2
草案;cao3 an4
草率;cao3 shuai4
荆棘;jing1 ji2
荒;huang1
荒唐;huang1 tang2
荒凉;huang1 liang2
荒诞;huang1 dan4
荒谬;huang1 miu4
荷花;he2 hua1
庄严;zhuang1 yan2
庄园;zhuang1 yuan2
庄稼;zhuang1 jia
庄重;zhuang1 zhong4
茎;jing1
莫名其妙;mo4 ming2 qi2 miao4
莫过于;mo4 guo4 yu2
莫非;mo4 fei1
菊花;ju2 hua1
菜;cai4
菜单;cai4 dan1
菜市场;cai4 shi4 chang3
菩萨;pu2 sa4
华侨;hua2 qiao2
华裔;hua2 yi4
华丽;hua2 li4
萌发;meng2 fa1
萌芽;meng2 ya2
萍水相逢;ping2 shui3 xiang1 feng2
萎缩;wei3 suo1
万一;wan4 yi1
万分;wan4 fen1
万古长青;wan4 gu3 chang2 qing1
万无一失;wan4 wu2 yi1 shi1
万能;wan4 neng2
万万;wan4 wan4
落下;luo4 xia4
落地;luo4 di4
落实;luo4 shi2
落差;luo4 cha1
落后;luo4 hou4
落成;luo4 cheng2
落户;luo4 hu4
叶子;ye4 zi
着;zhe|zhao1|zhao2|zhuo2
著作;zhu4 zuo4
着力;zhuo2 li4
著名;zhu4 ming2
着实;zhuo2 shi2
着急;zhao2 ji2
着想;zhuo2 xiang3
着手;zhuo2 shou3
着凉;zhao2 liang2
着火;zhao2 huo3
着眼;zhuo2 yan3
着落;zhuo2 luo4
着迷;zhao2 mi2
着重;zhuo2 zhong4
葡萄;pu2 tao
董事;dong3 shi4
董事会;dong3 shi4 hui4
董事长;dong3 shi4 zhang3
葬礼;zang4 li3
药;yao4
荤;hun1
蒜;suan4
蒸;zheng1
蒸发;zheng1 fa1
苍白;cang1 bai2
苍蝇;cang1 ying
盖;ge3|gai4
盖子;gai4 zi
盖章;gai4 zhang1
蓬勃;peng2 bo2
莲子;lian2 zi3
蔑视;mie4 shi4
蔓延;man4 yan2
蔚蓝;wei4 lan2
葱;cong1
蔬菜;shu1 cai4
麻;ma2
萧条;xiao1 tiao2
薄;bo4|bo2|bao2
薄弱;bo2 ruo4
薪水;xin1 shui3
熏陶;xun1 tao2
蓝;lan2
蓝图;lan2 tu2
藏匿;cang2 ni4
藏品;cang2 pin3
藏身;cang2 shen1
藐视;miao3 shi4
艺术;yi4 shu4
藤椅;teng2 yi3
药方;yao4 fang1
药材;yao4 cai2
芦花;lu2 hua1
蕴涵;yun4 han2
蕴藏;yun4 cang2
苹果;ping2 guo3
蘑菇;mo2 gu
萝卜;luo2 bo
虐待;nve4 dai4
虔诚;qian2 cheng2
处分;chu3 fen4
处境;chu3 jing4
处方;chu3 fang1
处理;chu3 li3
处置;chu3 zhi4
虚;xu1
虚假;xu1 jia3
虚伪;xu1 wei3
虚幻;xu1 huan4
虚弱;xu1 ruo4
虚心;xu1 xin1
虚拟;xu1 ni3
虚荣;xu1 rong2
虚构;xu1 gou4
号;hao4|hao2
号召;hao4 zhao4
号码;hao4 ma3
号称;hao4 cheng1
亏待;kui1 dai4
亏损;kui1 sun3
亏本;kui1 ben3
蛇;she2
蚊子;wen2 zi
蚊帐;wen2 zhang4
蛋白质;dan4 bai2 zhi4
蛋糕;dan4 gao1
蜂蜜;feng1 mi4
蜜;mi4
蜜月;mi4 yue4
蜜蜂;mi4 feng1
虾;xia1|ha2
蝴蝶;hu2 die2
融;rong2
融化;rong2 hua4
融洽;rong2 qia4
蚂蚁;ma3 yi3
螺丝;luo2 si1
蜡;la4
蜡烛;la4 zhu2
蛮;man2
血;xue4
血压;xue4 ya1
血栓;xue4 shuan1
血缘;xue4 yuan2
血脉;xue4 mai4
行;xing2|hang2
行人;xing2 ren2
行使;xing2 shi3
行列;hang2 lie4
行动;xing2 dong4
行家;hang2 jia1
行情;hang2 qing2
行政;xing2 zheng4
行李箱;xing2 li xiang1
行业;hang2 ye4
行为;xing2 wei2
行走;xing2 zou3
衍生;yan3 sheng1
街道;jie1 dao4
卫星;wei4 xing1
卫生间;wei4 sheng1 jian1
卫视;wei4 shi4
冲刺;chong1 ci4
冲动;chong1 dong4
冲撞;chong1 zhuang4
冲浪;chong1 lang4
冲突;chong1 tu1
衣服;yi1 fu
衣裳;yi1 shang
衣食住行;yi1 shi2 zhu4 xing2
表彰;biao3 zhang1
表情;biao3 qing2
表态;biao3 tai4
表扬;biao3 yang2
表明;biao3 ming2
表格;biao3 ge2
表决;biao3 jue2
表演;biao3 yan3
表率;biao3 shuai4
表现;biao3 xian4
表白;biao3 bai2
表示;biao3 shi4
表述;biao3 shu4
表达;biao3 da2
表面;biao3 mian4
衰弱;shuai1 ruo4
衰减;shuai1 jian3
衰竭;shuai1 jie2
衰老;shuai1 lao3
衰退;shuai1 tui4
衷心;zhong1 xin1
邪;xie2
袖手旁观;xiu4 shou3 pang2 guan1
被;bei4
被动;bei4 dong4
被告;bei4 gao4
被子;bei4 zi
被捕;bei4 bu3
裤子;ku4 zi
裁;cai2
裁判;cai2 pan4
裁员;cai2 yuan2
裁定;cai2 ding4
裁决;cai2 jue2
裁缝;cai2 feng|cai2 feng2
裂痕;lie4 hen2
裂缝;lie4 feng4
里;li3
裙子;qun2 zi
补偿;bu3 chang2
补充;bu3 chong1
补救;bu3 jiu4
补给;bu3 ji3
补贴;bu3 tie1
装;zhuang1
装修;zhuang1 xiu1
装备;zhuang1 bei4
装卸;zhuang1 xie4
装扮;zhuang1 ban4
装饰;zhuang1 shi4
裸露;luo3 lu4
裹;guo3
制作;zhi4 zuo4
制品;zhi4 pin3
制造;zhi4 zao4
复印;fu4 yin4
复制;fu4 zhi4
复杂;fu4 za2
袜子;wa4 zi
衬托;chen4 tuo1
衬衫;chen4 shan1
袭击;xi2 ji1
西;xi1
西瓜;xi1 gua1
西红柿;xi1 hong2 shi4
要;yao1|yao4
要不;yao4 bu4
要不是;yao4 bu shi4
要命;yao4 ming4
要害;yao4 hai4
要强;yao4 qiang2
要是;yao4 shi
要求;yao1 qiu2
要素;yao4 su4
要紧;yao4 jin3
要领;yao4 ling3
要点;yao4 dian3
覆盖;fu4 gai4
见仁见智;jian4 ren2 jian4 zhi4
见外;jian4 wai4
见多识广;jian4 duo1 shi2 guang3
见效;jian4 xiao4
见义勇为;jian4 yi4 yong3 wei2
见闻;jian4 wen2
见解;jian4 jie3
见证;jian4 zheng4
见识;jian4 shi
见钱眼开;jian4 qian2 yan3 kai1
见面;jian4 mian4
规则;gui1 ze2
规划;gui1 hua4
规定;gui1 ding4
规律;gui1 lv4
规格;gui1 ge2
规模;gui1 mo2
规矩;gui1 ju
规章;gui1 zhang1
规范;gui1 fan4
视力;shi4 li4
视察;shi4 cha2
视线;shi4 xian4
视觉;shi4 jue2
视角;shi4 jiao3
视野;shi4 ye3
视频;shi4 pin2
亲切;qin1 qie4
亲友;qin1 you3
亲和力;qin1 he2 li4
亲密;qin1 mi4
亲情;qin1 qing2
亲爱;qin1 ai4
亲戚;qin1 qi
亲手;qin1 shou3
亲朋好友;qin1 peng2 hao3 you3
亲热;qin1 re4
亲生;qin1 sheng1
亲自;qin1 zi4
亲身;qin1 shen1
亲近;qin1 jin4
觉得;jue2 de
觉悟;jue2 wu4
觉醒;jue2 xing3
观光;guan1 guang1
观察;guan1 cha2
观念;guan1 nian4
观感;guan1 gan3
观摩;guan1 mo2
观望;guan1 wang4
观测;guan1 ce4
观众;guan1 zhong4
观赏;guan1 shang3
观点;guan1 dian3
角;jue2|jiao3
角度;jiao3 du4
角色;jue2 se4
角落;jiao3 luo4
角逐;jue2 zhu2
解雇;jie3 gu4
解剖;jie3 pou1
解围;jie3 wei2
解放;jie3 fang4
解救;jie3 jiu4
解散;jie3 san4
解析;jie3 xi1
解决;jie3 jue2
解答;jie3 da2
解脱;jie3 tuo1
解读;jie3 du2
解释;jie3 shi4
解除;jie3 chu2
解体;jie3 ti3
触动;chu4 dong4
触摸;chu4 mo1
触犯;chu4 fan4
触目惊心;chu4 mu4 jing1 xin1
触觉;chu4 jue2
言行;yan2 xing2
言论;yan2 lun4
言辞;yan2 ci2
订单;ding4 dan1
订婚;ding4 hun1
订立;ding4 li4
订购;ding4 gou4
计;ji4
计划;ji4 hua4
计时;ji4 shi2
计策;ji4 ce4
计算;ji4 suan4
计较;ji4 jiao4
讨;tao3
讨人喜欢;tao3 ren2 xi3 huan
讨价还价;tao3 jia4 huan2 jia4
讨厌;tao3 yan4
讨好;tao3 hao3
讨论;tao3 lun4
训;xun4
训练;xun4 lian4
记得;ji4 de
记性;ji4 xing
记忆;ji4 yi4
记忆犹新;ji4 yi4 you2 xin1
记者;ji4 zhe3
记号;ji4 hao
记载;ji4 zai3
记录;ji4 lu4
讹诈;e2 zha4
诀别;jue2 bie2
诀窍;jue2 qiao4
访问;fang3 wen4
访谈;fang3 tan2
设;she4
设备;she4 bei4
设定;she4 ding4
设想;she4 xiang3
设施;she4 shi1
设法;she4 fa3
设立;she4 li4
设置;she4 zhi4
设计;she4 ji4
许;xu3
许可;xu3 ke3
许可证;xu3 ke3 zheng4
许多;xu3 duo1
诉苦;su4 ku3
诉讼;su4 song4
诉说;su4 shuo1
诊所;zhen3 suo3
诊断;zhen3 duan4
注册;zhu4 ce4
注定;zhu4 ding4
诈骗;zha4 pian4
评估;ping2 gu1
评价;ping2 jia4
评判;ping2 pan4
评委;ping2 wei3
评定;ping2 ding4
评审;ping2 shen3
评论;ping2 lun4
评论员;ping2 lun4 yuan2
词典;ci2 dian3
词汇;ci2 hui4
词语;ci2 yu3
询问;xun2 wen4
试;shi4
试卷;shi4 juan4
试图;shi4 tu2
试探;shi4 tan4
试用;shi4 yong4
试用期;shi4 yong4 qi1
试行;shi4 xing2
试验;shi4 yan4
诗;shi1
诧异;cha4 yi4
话筒;hua4 tong3
话语;hua4 yu3
话费;hua4 fei4
话题;hua4 ti2
该;gai1
详尽;xiang2 jin4
详细;xiang2 xi4
夸大;kua1 da4
夸张;kua1 zhang1
夸奖;kua1 jiang3
夸耀;kua1 yao4
夸夸其谈;kua1 kua1 qi2 tan2
认可;ren4 ke3
认定;ren4 ding4
认为;ren4 wei2
认真;ren4 zhen1
认知;ren4 zhi1
认证;ren4 zheng4
认识;ren4 shi
认错;ren4 cuo4
诞生;dan4 sheng1
诞辰;dan4 chen2
诱人;you4 ren2
诱惑;you4 huo4
诱发;you4 fa1
诱饵;you4 er3
语气;yu3 qi4
语法;yu3 fa3
语言;yu3 yan2
诚实;cheng2 shi2
诚心诚意;cheng2 xin1 cheng2 yi4
诚意;cheng2 yi4
诚恳;cheng2 ken3
诚挚;cheng2 zhi4
诬陷;wu1 xian4
误区;wu4 qu1
误导;wu4 dao3
误差;wu4 cha1
误会;wu4 hui4
误解;wu4 jie3
说;shuo1|shui4
说不上;shuo1 bu shang4
说不定;shuo1 bu ding4
说到底;shuo1 dao4 di3
说干就干;shuo1 gan4 jiu4 gan4
说情;shuo1 qing2
说明;shuo1 ming2
说服;shuo1 fu2
说白了;shuo1 bai2 le
说真的;shuo1 zhen1 de
说老实话;shuo1 lao3 shi hua4
说话;shuo1 hua4
说谎;shuo1 huang3
说道;shuo1 dao|shuo1 dao4
说闲话;shuo1 xian2 hua4
谁;shei2|shui2
谁知道;shei2 zhi1 dao4
课;ke4
课程;ke4 cheng2
课题;ke4 ti2
诽谤;fei3 bang4
调侃;tiao2 kan3
调剂;tiao2 ji4
调动;diao4 dong4
调和;tiao2 he2
调度;diao4 du4
调控;tiao2 kong4
调整;tiao2 zheng3
调料;tiao2 liao4
调查;diao4 cha2
调皮;tiao2 pi2
调节;tiao2 jie2
调解;tiao2 jie3
调试;tiao2 shi4
谈;tan2
谈不上;tan2 bu shang4
谈判;tan2 pan4
谈到;tan2 dao4
谈论;tan2 lun4
谈起;tan2 qi3
请;qing3
请假;qing3 jia4
请帖;qing3 tie3
请教;qing3 jiao4
请柬;qing3 jian3
请求;qing3 qiu2
请示;qing3 shi4
谅解;liang4 jie3
论坛;lun4 tan2
论文;lun4 wen2
论证;lun4 zheng4
论述;lun4 shu4
讽刺;feng3 ci4
诸位;zhu1 wei4
诸多;zhu1 duo1
诸如此类;zhu1 ru2 ci3 lei4
诺言;nuo4 yan2
谋害;mou2 hai4
谋求;mou2 qiu2
谋生;mou2 sheng1
谎言;huang3 yan2
谎话;huang3 hua4
谜;mei4|mi2
谜团;mi2 tuan2
谜底;mi2 di3
谜语;mi2 yu3
谦虚;qian1 xu1
谦逊;qian1 xun4
讲;jiang3
讲学;jiang3 xue2
讲座;jiang3 zuo4
讲究;jiang3 jiu
讲解;jiang3 jie3
讲述;jiang3 shu4
谢绝;xie4 jue2
谢谢;xie4 xie
谣言;yao2 yan2
谨慎;jin3 shen4
证人;zheng4 ren2
证件;zheng4 jian4
证实;zheng4 shi2
证据;zheng4 ju4
证明;zheng4 ming2
证书;zheng4 shu1
讥笑;ji1 xiao4
识别;shi2 bie2
谱;pu3
警告;jing3 gao4
警官;jing3 guan1
警察;jing3 cha2
警惕;jing3 ti4
警车;jing3 che1
警钟;jing3 zhong1
譬如;pi4 ru2
譬如说;pi4 ru2 shuo1
译;yi4
议;yi4
议员;yi4 yuan2
议会;yi4 hui4
议程;yi4 cheng2
议论;yi4 lun4
谴责;qian3 ze2
护士;hu4 shi
护照;hu4 zhao4
护理;hu4 li3
读;du2|dou4
变化;bian4 hua4
变幻莫测;bian4 huan4 mo4 ce4
变故;bian4 gu4
变异;bian4 yi4
变质;bian4 zhi4
变迁;bian4 qian1
变革;bian4 ge2
让;rang4
让步;rang4 bu4
赞不绝口;zan4 bu4 jue2 kou3
赞同;zan4 tong2
赞叹;zan4 tan4
赞扬;zan4 yang2
赞美;zan4 mei3
赞许;zan4 xu3
豁;huo4|hua2|huo1
豁出去;huo1 chu qu
豁达;huo4 da2
豆子;dou4 zi
豆浆;dou4 jiang1
豆腐;dou4 fu
岂有此理;qi3 you3 ci3 li3
丰厚;feng1 hou4
丰富;feng1 fu4
丰富多彩;feng1 fu4 duo1 cai3
丰收;feng1 shou1
丰满;feng1 man3
丰盛;feng1 sheng4
丰硕;feng1 shuo4
象征;xiang4 zheng1
象棋;xiang4 qi2
豪华;hao2 hua2
豪迈;hao2 mai4
猪;zhu1
豹;bao4
猫;mao1
贝壳;bei4 ke2
负担;fu4 dan1
负有;fu4 you3
负责;fu4 ze2
负面;fu4 mian4
财力;cai2 li4
财务;cai2 wu4
财富;cai2 fu4
财政;cai2 zheng4
财物;cai2 wu4
财产;cai2 chan3
财经;cai2 jing1
贡献;gong4 xian4
贫乏;pin2 fa2
贫困;pin2 kun4
贫富;pin2 fu4
贫穷;pin2 qiong2
货币;huo4 bi4
货物;huo4 wu4
货车;huo4 che1
货运;huo4 yun4
贩卖;fan4 mai4
贪;tan1
贪婪;tan1 lan2
贪污;tan1 wu1
贪玩;tan1 wan2
贯彻;guan4 che4
贯穿;guan4 chuan1
贯通;guan4 tong1
责任;ze2 ren4
责备;ze2 bei4
责怪;ze2 guai4
贮藏;zhu4 cang2
贵;gui4
贵族;gui4 zu2
贵宾;gui4 bin1
贵重;gui4 zhong4
贬低;bian3 di1
贬值;bian3 zhi2
贬义;bian3 yi4
买;mai3
买不起;mai3 bu qi3
贷款;dai4 kuan3
费劲;fei4 jin4
贴切;tie1 qie4
贴近;tie1 jin4
贸易;mao4 yi4
贺信;he4 xin4
贺电;he4 dian4
贿赂;hui4 lu4
资助;zi1 zhu4
资料;zi1 liao4
资本;zi1 ben3
资本主义;zi1 ben3 zhu3 yi4
资格;zi1 ge2
资历;zi1 li4
资深;zi1 shen1
资源;zi1 yuan2
资产;zi1 chan3
资讯;zi1 xun4
资金;zi1 jin1
贼;zei2
宾馆;bin1 guan3
赐;ci4
赐教;ci4 jiao4
赔偿;pei2 chang2
赔钱;pei2 qian2
贤惠;xian2 hui4
卖;mai4
卖弄;mai4 nong
贱;jian4
赋予;fu4 yu3
质问;zhi4 wen4
质地;zhi4 di4
质朴;zhi4 pu3
质疑;zhi4 yi2
质量;zhi4 liang4
账单;zhang4 dan1
账户;zhang4 hu4
账号;zhang4 hao4
赌博;du3 bo2
赚;zuan4|zhuan4
购;gou4
购物;gou4 wu4
赛跑;sai4 pao3
赛车;sai4 che1
赠送;zeng4 song4
赞助;zan4 zhu4
赞叹不已;zan4 tan4 bu4 yi3
赞成;zan4 cheng2
赡养;shan4 yang3
赢;ying2
赢家;ying2 jia1
赎;shu2
赤字;chi4 zi4
赤道;chi4 dao4
赫然;he4 ran2
走;zou3
走廊;zou3 lang2
走弯路;zou3 wan1 lu4
走后门;zou3 hou4 men2
走投无路;zou3 tou2 wu2 lu4
走漏;zou3 lou4
走私;zou3 si1
走近;zou3 jin4
走过场;zou3 guo4 chang3
赴;fu4
起伏;qi3 fu2
起来;qi3 lai|qi lai
起初;qi3 chu1
起劲;qi3 jin4
起床;qi3 chuang2
起步;qi3 bu4
起源;qi3 yuan2
起码;qi3 ma3
起程;qi3 cheng2
起草;qi3 cao3
起跑线;qi3 pao3 xian4
起飞;qi3 fei1
起哄;qi3 hong4
趁;chen4
趁早;chen4 zao3
趁机;chen4 ji1
超前;chao1 qian2
超市;chao1 shi4
超标;chao1 biao1
超级;chao1 ji2
超越;chao1 yue4
超车;chao1 che1
超速;chao1 su4
超过;chao1 guo4
越;yue4
越发;yue4 fa1
越过;yue4 guo4
赶;gan3
赶往;gan3 wang3
赶快;gan3 kuai4
赶紧;gan3 jin3
赶赴;gan3 fu4
趣味;qu4 wei4
趋势;qu1 shi4
趋于;qu1 yu2
足以;zu2 yi3
足智多谋;zu2 zhi4 duo1 mou2
足迹;zu2 ji4
趴;pa1
跌;die1
跑步;pao3 bu4
跑车;pao3 che1
跑道;pao3 dao4
跑龙套;pao3 long2 tao4
距;ju4
距离;ju4 li2
跟;gen1
跟上;gen1 shang4
跟不上;gen1 bu shang4
跟前;gen1 qian|gen1 qian2
跟踪;gen1 zong1
跟随;gen1 sui2
迹象;ji4 xiang4
跨;kua4
跨国;kua4 guo2
跨越;kua4 yue4
跪;gui4
路;lu4
路人;lu4 ren2
路子;lu4 zi
路段;lu4 duan4
路况;lu4 kuang4
路灯;lu4 deng1
路程;lu4 cheng2
路途;lu4 tu2
路面;lu4 mian4
跳伞;tiao4 san3
跳动;tiao4 dong4
跳槽;tiao4 cao2
跳舞;tiao4 wu3
跳跃;tiao4 yue4
踩;cai3
踏上;ta4 shang4
踏实;ta1 shi
践踏;jian4 ta4
踊跃;yong3 yue4
踹;chuai4
踪迹;zong1 ji4
蹦;beng4
蹬;deng1
蹭;ceng4
蹲;dun1
身不由己;shen1 bu4 you2 ji3
身份;shen1 fen4
身价;shen1 jia4
身子;shen1 zi
身影;shen1 ying3
身心;shen1 xin1
身材;shen1 cai2
身躯;shen1 qu1
身体;shen1 ti3
躲藏;duo3 cang2
躲避;duo3 bi4
躺;tang3
车位;che1 wei4
车型;che1 xing2
车库;che1 ku4
车厢;che1 xiang1
车祸;che1 huo4
车轴;che1 zhou2
车轮;che1 lun2
车速;che1 su4
车道;che1 dao4
车间;che1 jian1
轨迹;gui3 ji4
轨道;gui3 dao4
军事;jun1 shi4
军官;jun1 guan1
军队;jun1 dui4
软;ruan3
软件;ruan3 jian4
软实力;ruan3 shi2 li4
软弱;ruan3 ruo4
较劲;jiao4 jin4
较量;jiao4 liang4
载体;zai4 ti3
辅助;fu3 zhu4
辅导;fu3 dao3
轻;qing1
轻型;qing1 xing2
轻微;qing1 wei1
轻易;qing1 yi4
轻而易举;qing1 er2 yi4 ju3
轻蔑;qing1 mie4
轻视;qing1 shi4
轻松;qing1 song1
辆;liang4
辉煌;hui1 huang2
轮廓;lun2 kuo4
轮换;lun2 huan4
轮流;lun2 liu2
轮胎;lun2 tai1
轮船;lun2 chuan2
输;shu1
输入;shu1 ru4
输家;shu1 jia1
输液;shu1 ye4
输血;shu1 xue4
输送;shu1 song4
辐射;fu2 she4
舆论;yu2 lun4
转;zhuan3|zhuai3|zhuan4
转交;zhuan3 jiao1
转告;zhuan3 gao4
转型;zhuan3 xing2
转学;zhuan3 xue2
转悠;zhuan4 you
转折;zhuan3 zhe2
转折点;zhuan3 zhe2 dian3
转播;zhuan3 bo1
转机;zhuan3 ji1
转眼;zhuan3 yan3
转移;zhuan3 yi2
转变;zhuan3 bian4
转让;zhuan3 rang4
转载;zhuan3 zai3
转达;zhuan3 da2
轿车;jiao4 che1
轰;hong1
轰动;hong1 dong4
轰炸;hong1 zha4
辛勤;xin1 qin2
辛苦;xin1 ku3
辛酸;xin1 suan1
辜负;gu1 fu4
辣;la4
辣椒;la4 jiao1
辞;ci2
办不到;ban4 bu dao4
办公室;ban4 gong1 shi4
办法;ban4 fa3
办理;ban4 li3
辨别;bian4 bie2
辨认;bian4 ren4
辞去;ci2 qu4
辞呈;ci2 cheng2
辞职;ci2 zhi2
辞退;ci2 tui4
辫子;bian4 zi
辩;bian4
辩解;bian4 jie3
辩论;bian4 lun4
辩证;bian4 zheng4
辩护;bian4 hu4
农作物;nong2 zuo4 wu4
农场;nong2 chang3
农历;nong2 li4
农村;nong2 cun1
农业;nong2 ye4
农民;nong2 min2
农民工;nong2 min2 gong1
迄今;qi4 jin1
迄今为止;qi4 jin1 wei2 zhi3
迅速;xun4 su4
迎;ying2
迎合;ying2 he2
迎接;ying2 jie1
迎面;ying2 mian4
近;jin4
近代;jin4 dai4
近来;jin4 lai2
近年来;jin4 nian2 lai2
返还;fan3 huan2
迫不及待;po4 bu4 ji2 dai4
迫使;po4 shi3
迫切;po4 qie4
迫害;po4 hai4
迭起;die2 qi3
迷人;mi2 ren2
迷信;mi2 xin4
迷失;mi2 shi1
迷惑;mi2 huo
迷惑不解;mi2 huo4 bu4 jie3
迷恋;mi2 lian4
迷路;mi2 lu4
迸发;beng4 fa1
追;dui1|zhui1
追问;zhui1 wen4
追尾;zhui1 wei3
追悼;zhui1 dao4
追悼会;zhui1 dao4 hui4
追求;zhui1 qiu2
追溯;zhui1 su4
追究;zhui1 jiu1
追赶;zhui1 gan3
追踪;zhui1 zong1
追逐;zhui1 zhu2
追随;zhui1 sui2
退;tui4
退休;tui4 xiu1
退休金;tui4 xiu1 jin1
退却;tui4 que4
退回;tui4 hui2
退学;tui4 xue2
退役;tui4 yi4
退步;tui4 bu4
退缩;tui4 suo1
退让;tui4 rang4
送;song4
送别;song4 bie2
逃;tao2
逃亡;tao2 wang2
逃生;tao2 sheng1
逃避;tao2 bi4
逆;ni4
逆行;ni4 xing2
透彻;tou4 che4
透支;tou4 zhi1
透明;tou4 ming2
透气;tou4 qi4
透过;tou4 guo4
透露;tou4 lu4
逐年;zhu2 nian2
逐步;zhu2 bu4
逐渐;zhu2 jian4
途径;tu2 jing4
逗;dou4
这;zhe4
这会儿;zhe4 hui4 r
这样一来;zhe4 yang4 yi1 lai2
通俗;tong1 su2
通告;tong1 gao4
通宵;tong1 xiao1
通常;tong1 chang2
通往;tong1 wang3
通畅;tong1 chang4
通用;tong1 yong4
通知;tong1 zhi1
通缉;tong1 ji1
通行证;tong1 xing2 zheng4
通讯;tong1 xun4
通货膨胀;tong1 huo4 peng2 zhang4
通车;tong1 che1
通通;tong1 tong1
通过;tong1 guo4
通顺;tong1 shun4
通风;tong1 feng1
逛;guang4
逝世;shi4 shi4
逞强;cheng3 qiang2
逞能;cheng3 neng2
速度;su4 du4
造假;zao4 jia3
造价;zao4 jia4
造型;zao4 xing2
造就;zao4 jiu4
造成;zao4 cheng2
造福;zao4 fu2
造纸术;zao4 zhi3 shu4
逢;feng2
连;lian2
连任;lian2 ren4
连同;lian2 tong2
连夜;lian2 ye4
连年;lian2 nian2
连忙;lian2 mang2
连滚带爬;lian2 gun3 dai4 pa2
连绵;lian2 mian2
连续;lian2 xu4
连锁;lian2 suo3
连锁店;lian2 suo3 dian4
逮;dai3|dai4
逮捕;dai4 bu3
周年;zhou1 nian2
周期;zhou1 qi1
周末;zhou1 mo4
进;jin4
进修;jin4 xiu1
进出;jin4 chu1
进出口;jin4 chu1 kou3
进化;jin4 hua4
进口;jin4 kou3
进场;jin4 chang3
进展;jin4 zhan3
进度;jin4 du4
进攻;jin4 gong1
进步;jin4 bu4
进程;jin4 cheng2
进而;jin4 er2
进行;jin4 xing2
逼真;bi1 zhen1
逼近;bi1 jin4
逼迫;bi1 po4
逾期;yu2 qi1
遂心;sui4 xin1
遇上;yu4 shang4
遇到;yu4 dao4
遇险;yu4 xian3
遇难;yu4 nan4
游戏;you2 xi4
游船;you2 chuan2
游览;you2 lan3
运动;yun4 dong4
运气;yun4 qi
运河;yun4 he2
运营;yun4 ying2
运用;yun4 yong4
运算;yun4 suan4
运行;yun4 xing2
运输;yun4 shu1
运转;yun4 zhuan3
运送;yun4 song4
遍布;bian4 bu4
过;guo4|guo
过不去;guo4 bu qu4
过分;guo4 fen4
过剩;guo4 sheng4
过半;guo4 ban4
过去;guo4 qu|guo4 qu4
过问;guo4 wen4
过境;guo4 jing4
过失;guo4 shi1
过度;guo4 du4
过往;guo4 wang3
过意不去;guo4 yi4 bu4 qu4
过敏;guo4 min3
过于;guo4 yu2
过日子;guo4 ri4 zi
过早;guo4 zao3
过期;guo4 qi1
过渡;guo4 du4
过滤;guo4 lv4
过奖;guo4 jiang3
过瘾;guo4 yin3
过硬;guo4 ying4
过程;guo4 cheng2
过节;guo4 jie2
过道;guo4 dao4
过错;guo4 cuo4
过关;guo4 guan1
过头;guo4 tou2
